W,C,CO2%,T,RH,ET,WA,R,CA,MFS,MCS,SP,CS,Depth
225,410,4,27,75,28,2.5,50,28,2.25,20,0,26.79,11.86
225,410,4,27,75,28,3.9,100,28,2.25,20,0,18.19,13.46
225,410,4,27,75,28,1.12,0,90,2.25,20,0,35.09,10.17
225,410,4,27,75,28,1.67,20,90,2.25,20,0,32.71,10.76
225,410,4,27,75,28,2.5,50,90,2.25,20,0,30.69,11.66
225,410,4,27,75,28,3.9,100,90,2.25,20,0,27.51,12.59
225,410,4,27,75,28,1.12,0,90,2.25,20,0,31.48,11.37
225,410,4,27,75,28,1.67,20,90,2.25,20,0,30.9,12.59
225,410,4,27,75,28,2.5,50,90,2.25,20,0,30.11,13.78
225,410,4,27,75,28,3.9,100,90,2.25,20,0,26.57,14.91
225,410,4,27,75,28,1.12,0,90,2.25,20,0,29.39,12.59
225,410,4,27,75,28,1.67,20,90,2.25,20,0,29.6,13.84
225,410,4,27,75,28,2.5,50,90,2.25,20,0,26.79,15.58
225,410,4,27,75,28,3.9,100,90,2.25,20,0,18.19,17.59
225,410,4,27,75,28,1.12,0,28,2.25,20,0,35.09,4.2
225,410,4,27,75,28,1.67,20,28,2.25,20,0,32.71,4.76
225,410,4,27,75,28,2.5,50,28,2.25,20,0,30.69,5.88
225,410,4,27,75,28,3.9,100,28,2.25,20,0,27.51,6.8
225,512.5,4,27,75,28,1.12,0,28,2.25,20,0,38.19,5.29
225,512.5,4,27,75,28,1.67,20,28,2.25,20,0,36.17,6.4
225,512.5,4,27,75,28,2.5,50,28,2.25,20,0,34.73,7.6
225,512.5,4,27,75,28,3.9,100,28,2.25,20,0,32.71,8.69
225,553.5,4,27,75,28,1.12,0,28,2.25,20,0,49.75,7.58
225,553.5,4,27,75,28,1.67,20,28,2.25,20,0,45.49,8.8
225,553.5,4,27,75,28,2.5,50,28,2.25,20,0,42.24,9.87
225,553.5,4,27,75,28,3.9,100,28,2.25,20,0,39.35,11.51
225,410,4,27,75,28,1.12,0,90,2.25,20,0,35.09,7.59
225,410,4,27,75,28,1.67,20,90,2.25,20,0,32.71,8.78
225,410,4,27,75,28,2.5,50,90,2.25,20,0,30.69,9.68
225,410,4,27,75,28,3.9,100,90,2.25,20,0,27.51,10.6
225,512.5,4,27,75,28,1.12,0,90,2.25,20,0,38.19,8.36
225,512.5,4,27,75,28,1.67,20,90,2.25,20,0,36.17,9.32
225,512.5,4,27,75,28,2.5,50,90,2.25,20,0,34.73,10.43
225,512.5,4,27,75,28,3.9,100,90,2.25,20,0,32.71,11.19
225,553.5,4,27,75,28,1.12,0,90,2.25,20,0,49.75,9.5
225,553.5,4,27,75,28,1.67,20,90,2.25,20,0,45.49,10.67
225,553.5,4,27,75,28,2.5,50,90,2.25,20,0,42.24,12.89
225,553.5,4,27,75,28,3.9,100,90,2.25,20,0,39.35,14.61
